sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D17-213299	171220Geh	11/30/17	2H	P9_2H	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213300	171220Geh	11/30/17	3A	P9_3A	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213301	171220Geh	11/30/17	3B	P9_3B	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213302	171220Geh	11/30/17	3C	P9_3C	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213303	171220Geh	11/30/17	3D	P9_3D	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213304	171220Geh	11/30/17	3E	P9_3E	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213305	171220Geh	11/30/17	3F	P9_3F	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213306	171220Geh	11/30/17	3G	P9_3G	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213307	171220Geh	11/30/17	3H	P9_3H	single	CxL	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213308	171220Geh	11/30/17	4B	P9_4B	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213309	171220Geh	11/30/17	4C	P9_4C	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213310	171220Geh	11/30/17	4D	P9_4D	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213311	171220Geh	11/30/17	4E	P9_4E	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213312	171220Geh	11/30/17	4F	P9_4F	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213313	171220Geh	11/30/17	4G	P9_4G	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213314	171220Geh	11/30/17	4H	P9_4H	single	CxL	4	2	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213315	171220Geh	11/30/17	5A	P9_5A	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213316	171220Geh	11/30/17	5B	P9_5B	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213317	171220Geh	11/30/17	5C	P9_5C	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213318	171220Geh	11/30/17	5D	P9_5D	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213319	171220Geh	11/30/17	5E	P9_5E	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213320	171220Geh	11/30/17	5F	P9_5F	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213321	171220Geh	11/30/17	5G	P9_5G	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213322	171220Geh	11/30/17	5H	P9_5H	single	CxL	4	1	3N	early heart	2	9	HiSeq 2000	1:250M
D17-213323	171220Geh	11/30/17	6A	P9_6A	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213324	171220Geh	11/30/17	6B	P9_6B	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213325	171220Geh	11/30/17	6C	P9_6C	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213326	171220Geh	11/30/17	6D	P9_6D	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213327	171220Geh	11/30/17	6E	P9_6E	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213328	171220Geh	11/30/17	6F	P9_6F	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213329	171220Geh	11/30/17	6G	P9_6G	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213330	171220Geh	11/30/17	6H	P9_6H	single	CxL	4	1	6N	early heart	2	9	HiSeq 2000	1:250M
D17-213331	171220Geh	11/30/17	7A	P9_7A	single	LxC	nocell	0	NA	NA	2	9	HiSeq 2000	1:250M
D17-213332	171220Geh	11/30/17	7B	P9_7B	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213333	171220Geh	11/30/17	7C	P9_7C	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213334	171220Geh	11/30/17	7D	P9_7D	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213335	171220Geh	11/30/17	7E	P9_7E	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213336	171220Geh	11/30/17	7F	P9_7F	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213337	171220Geh	11/30/17	7G	P9_7G	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213338	171220Geh	11/30/17	7H	P9_7H	single	LxC	3	2	3N	globular	2	9	HiSeq 2000	1:250M
D17-213339	171220Geh	11/30/17	8A	P9_8A	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213340	171220Geh	11/30/17	8B	P9_8B	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213341	171220Geh	11/30/17	8C	P9_8C	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213342	171220Geh	11/30/17	8D	P9_8D	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213343	171220Geh	11/30/17	8E	P9_8E	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213344	171220Geh	11/30/17	8F	P9_8F	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213345	171220Geh	11/30/17	8G	P9_8G	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213346	171220Geh	11/30/17	8H	P9_8H	single	LxC	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213347	171220Geh	11/30/17	9A	P9_9A	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213348	171220Geh	11/30/17	9B	P9_9B	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213349	171220Geh	11/30/17	9C	P9_9C	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213350	171220Geh	11/30/17	9D	P9_9D	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213351	171220Geh	11/30/17	9E	P9_9E	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213352	171220Geh	11/30/17	9F	P9_9F	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213353	171220Geh	11/30/17	9G	P9_9G	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213354	171220Geh	11/30/17	9H	P9_9H	single	LxC	3	1	6N	globular	2	9	HiSeq 2000	1:250M
D17-213355	171220Geh	11/30/17	10B	P9_10B	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213356	171220Geh	11/30/17	10C	P9_10C	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213357	171220Geh	11/30/17	10D	P9_10D	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213358	171220Geh	11/30/17	10E	P9_10E	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213359	171220Geh	11/30/17	10F	P9_10F	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213360	171220Geh	11/30/17	10G	P9_10G	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213361	171220Geh	11/30/17	10H	P9_10H	single	CxL	3	1	3N	globular	2	9	HiSeq 2000	1:250M
D17-213362	171220Geh	11/30/17	11A	P9_11A	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213363	171220Geh	11/30/17	11B	P9_11B	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213364	171220Geh	11/30/17	11C	P9_11C	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213365	171220Geh	11/30/17	11D	P9_11D	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213366	171220Geh	11/30/17	11E	P9_11E	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213367	171220Geh	11/30/17	11F	P9_11F	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213368	171220Geh	11/30/17	11G	P9_11G	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213369	171220Geh	11/30/17	11H	P9_11H	single	LxC	4	1	3N	late heart	3	9	HiSeq 2000	1:250M
D17-213370	171220Geh	11/30/17	12A	P9_12A	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213371	171220Geh	11/30/17	12B	P9_12B	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213372	171220Geh	11/30/17	12C	P9_12C	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213373	171220Geh	11/30/17	12D	P9_12D	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213374	171220Geh	11/30/17	12E	P9_12E	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213375	171220Geh	11/30/17	12F	P9_12F	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213376	171220Geh	11/30/17	12G	P9_12G	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D17-213377	171220Geh	11/30/17	12H	P9_12H	single	LxC	4	1	6N	late heart	3	9	HiSeq 2000	1:250M
D18-142289	180507Geh	4/24/18	1A	P11_1A	paired	VxC	nocell	0	NA	NA	3	11	Nextseq	1:200M
D18-142290	180507Geh	4/24/18	1B	P11_1B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142291	180507Geh	4/24/18	1C	P11_1C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142292	180507Geh	4/24/18	1D	P11_1D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142293	180507Geh	4/24/18	1E	P11_1E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142294	180507Geh	4/24/18	1F	P11_1F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142295	180507Geh	4/24/18	1G	P11_1G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142296	180507Geh	4/24/18	1H	P11_1H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142297	180507Geh	4/24/18	3A	P11_3A	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142298	180507Geh	4/24/18	3B	P11_3B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142299	180507Geh	4/24/18	3C	P11_3C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142300	180507Geh	4/24/18	3D	P11_3D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142301	180507Geh	4/24/18	3E	P11_3E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142302	180507Geh	4/24/18	3F	P11_3F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142303	180507Geh	4/24/18	3G	P11_3G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142304	180507Geh	4/24/18	3H	P11_3H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142305	180507Geh	4/24/18	4A	P11_4A	paired	VxC	blank	0	NA	NA	3	11	Nextseq	1:200M
D18-142306	180507Geh	4/24/18	4B	P11_4B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142307	180507Geh	4/24/18	4C	P11_4C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142308	180507Geh	4/24/18	4D	P11_4D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142309	180507Geh	4/24/18	4E	P11_4E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142310	180507Geh	4/24/18	4F	P11_4F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142311	180507Geh	4/24/18	4G	P11_4G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142312	180507Geh	4/24/18	4H	P11_4H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142313	180507Geh	4/24/18	5A	P11_5A	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142314	180507Geh	4/24/18	5B	P11_5B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142315	180507Geh	4/24/18	5C	P11_5C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142316	180507Geh	4/24/18	5D	P11_5D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142317	180507Geh	4/24/18	5E	P11_5E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142318	180507Geh	4/24/18	5F	P11_5F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142319	180507Geh	4/24/18	5G	P11_5G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142320	180507Geh	4/24/18	5H	P11_5H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142321	180507Geh	4/24/18	6A	P11_6A	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142322	180507Geh	4/24/18	6B	P11_6B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142323	180507Geh	4/24/18	6C	P11_6C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142324	180507Geh	4/24/18	6D	P11_6D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142325	180507Geh	4/24/18	6E	P11_6E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142326	180507Geh	4/24/18	6F	P11_6F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142327	180507Geh	4/24/18	6G	P11_6G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142328	180507Geh	4/24/18	6H	P11_6H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142329	180507Geh	4/24/18	7A	P11_7A	paired	VxC	nocell	0	NA	NA	3	11	Nextseq	1:200M
D18-142330	180507Geh	4/24/18	7B	P11_7B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142331	180507Geh	4/24/18	7C	P11_7C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142332	180507Geh	4/24/18	7D	P11_7D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142333	180507Geh	4/24/18	7E	P11_7E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142334	180507Geh	4/24/18	7F	P11_7F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142335	180507Geh	4/24/18	7G	P11_7G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142336	180507Geh	4/24/18	7H	P11_7H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142337	180507Geh	4/24/18	8A	P11_8A	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142338	180507Geh	4/24/18	8B	P11_8B	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142339	180507Geh	4/24/18	8C	P11_8C	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142340	180507Geh	4/24/18	8D	P11_8D	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142341	180507Geh	4/24/18	8E	P11_8E	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142342	180507Geh	4/24/18	8F	P11_8F	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142343	180507Geh	4/24/18	8G	P11_8G	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142344	180507Geh	4/24/18	8H	P11_8H	paired	VxC	4	1	3N	heart	3	11	Nextseq	1:200M
D18-142345	180507Geh	4/24/18	9A	P11_9A	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142346	180507Geh	4/24/18	9B	P11_9B	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142347	180507Geh	4/24/18	9C	P11_9C	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142348	180507Geh	4/24/18	9D	P11_9D	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142349	180507Geh	4/24/18	9E	P11_9E	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142350	180507Geh	4/24/18	9F	P11_9F	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142351	180507Geh	4/24/18	9G	P11_9G	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142352	180507Geh	4/24/18	9H	P11_9H	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142353	180507Geh	4/24/18	10A	P11_10A	paired	VxC	blank	0	NA	NA	3	11	Nextseq	1:200M
D18-142354	180507Geh	4/24/18	10B	P11_10B	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142355	180507Geh	4/24/18	10C	P11_10C	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142356	180507Geh	4/24/18	10D	P11_10D	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142357	180507Geh	4/24/18	10E	P11_10E	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142358	180507Geh	4/24/18	10F	P11_10F	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142359	180507Geh	4/24/18	10G	P11_10G	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142360	180507Geh	4/24/18	10H	P11_10H	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142361	180507Geh	4/24/18	11A	P11_11A	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142362	180507Geh	4/24/18	11B	P11_11B	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142363	180507Geh	4/24/18	11C	P11_11C	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142364	180507Geh	4/24/18	11D	P11_11D	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142365	180507Geh	4/24/18	11E	P11_11E	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142366	180507Geh	4/24/18	11F	P11_11F	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142367	180507Geh	4/24/18	11G	P11_11G	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142368	180507Geh	4/24/18	11H	P11_11H	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142369	180507Geh	4/24/18	12A	P11_12A	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142370	180507Geh	4/24/18	12B	P11_12B	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142371	180507Geh	4/24/18	12C	P11_12C	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142372	180507Geh	4/24/18	12D	P11_12D	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142373	180507Geh	4/24/18	12E	P11_12E	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142374	180507Geh	4/24/18	12F	P11_12F	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142375	180507Geh	4/24/18	12G	P11_12G	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142376	180507Geh	4/24/18	12H	P11_12H	paired	VxC	4	1	6N	heart	3	11	Nextseq	1:200M
D18-142193	180507Geh	4/27/18	1A	P12_1A	paired	CxV	nocell	0	NA	NA	3	12	Nextseq	1:200M
D18-142194	180507Geh	4/27/18	1B	P12_1B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142195	180507Geh	4/27/18	1C	P12_1C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142196	180507Geh	4/27/18	1D	P12_1D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142197	180507Geh	4/27/18	1E	P12_1E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142198	180507Geh	4/27/18	1F	P12_1F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142199	180507Geh	4/27/18	1G	P12_1G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142200	180507Geh	4/27/18	1H	P12_1H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142201	180507Geh	4/27/18	3A	P12_3A	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142202	180507Geh	4/27/18	3B	P12_3B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142203	180507Geh	4/27/18	3C	P12_3C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142204	180507Geh	4/27/18	3D	P12_3D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142205	180507Geh	4/27/18	3E	P12_3E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142206	180507Geh	4/27/18	3F	P12_3F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142207	180507Geh	4/27/18	3G	P12_3G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142208	180507Geh	4/27/18	3H	P12_3H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142209	180507Geh	4/27/18	4A	P12_4A	paired	CxV	blank	0	NA	NA	3	12	Nextseq	1:200M
D18-142210	180507Geh	4/27/18	4B	P12_4B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142211	180507Geh	4/27/18	4C	P12_4C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142212	180507Geh	4/27/18	4D	P12_4D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142213	180507Geh	4/27/18	4E	P12_4E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142214	180507Geh	4/27/18	4F	P12_4F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142215	180507Geh	4/27/18	4G	P12_4G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142216	180507Geh	4/27/18	4H	P12_4H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142217	180507Geh	4/27/18	5A	P12_5A	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142218	180507Geh	4/27/18	5B	P12_5B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142219	180507Geh	4/27/18	5C	P12_5C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142220	180507Geh	4/27/18	5D	P12_5D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142221	180507Geh	4/27/18	5E	P12_5E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142222	180507Geh	4/27/18	5F	P12_5F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142223	180507Geh	4/27/18	5G	P12_5G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142224	180507Geh	4/27/18	5H	P12_5H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142225	180507Geh	4/27/18	6A	P12_6A	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142226	180507Geh	4/27/18	6B	P12_6B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142227	180507Geh	4/27/18	6C	P12_6C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142228	180507Geh	4/27/18	6D	P12_6D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142229	180507Geh	4/27/18	6E	P12_6E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142230	180507Geh	4/27/18	6F	P12_6F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142231	180507Geh	4/27/18	6G	P12_6G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142232	180507Geh	4/27/18	6H	P12_6H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142233	180507Geh	4/27/18	7A	P12_7A	paired	CxV	nocell	0	NA	NA	3	12	Nextseq	1:200M
D18-142234	180507Geh	4/27/18	7B	P12_7B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142235	180507Geh	4/27/18	7C	P12_7C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142236	180507Geh	4/27/18	7D	P12_7D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142237	180507Geh	4/27/18	7E	P12_7E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142238	180507Geh	4/27/18	7F	P12_7F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142239	180507Geh	4/27/18	7G	P12_7G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142240	180507Geh	4/27/18	7H	P12_7H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142241	180507Geh	4/27/18	8A	P12_8A	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142242	180507Geh	4/27/18	8B	P12_8B	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142243	180507Geh	4/27/18	8C	P12_8C	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142244	180507Geh	4/27/18	8D	P12_8D	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142245	180507Geh	4/27/18	8E	P12_8E	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142246	180507Geh	4/27/18	8F	P12_8F	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142247	180507Geh	4/27/18	8G	P12_8G	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142248	180507Geh	4/27/18	8H	P12_8H	paired	CxV	4	1	3N	heart	3	12	Nextseq	1:200M
D18-142249	180507Geh	4/27/18	9A	P12_9A	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142250	180507Geh	4/27/18	9B	P12_9B	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142251	180507Geh	4/27/18	9C	P12_9C	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142252	180507Geh	4/27/18	9D	P12_9D	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142253	180507Geh	4/27/18	9E	P12_9E	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142254	180507Geh	4/27/18	9F	P12_9F	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142255	180507Geh	4/27/18	9G	P12_9G	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142256	180507Geh	4/27/18	9H	P12_9H	paired	CxV	4	1	6N	heart	3	12	Nextseq	1:200M
D18-142257	180507Geh	4/27/18	10A	P12_10A	paired	CxV	blank	0	NA	NA	3	12	Nextseq	1:200M
