name	experiment 	library	cross	dap	ploidy	stage	batch	fmat	tissue	washed	cell cycle stage	trajectory
P19_11H	180928Geh	paired	VxC	4	6N	heart	1	0.755654	endo	yes	G1toS	833
P19_12A	180928Geh	paired	VxC	4	6N	heart	1	0.768637	endo	yes	G2	308
P19_12B	180928Geh	paired	VxC	4	6N	heart	1	0.653917	endo	yes	M	43
P19_12C	180928Geh	paired	VxC	4	6N	heart	1	0.955874	seedcoat	yes	G1	1112
P19_12D	180928Geh	paired	VxC	4	6N	heart	1	0.751194	endo	yes	G1	932
P19_12E	180928Geh	paired	VxC	4	6N	heart	1	0.986439	seedcoat	yes	G2	309
P19_12F	180928Geh	paired	VxC	4	6N	heart	1	0.722658	endo	yes	G2	376
P19_12G	180928Geh	paired	VxC	4	6N	heart	1	0.957133	seedcoat	yes	G1	1156
P19_12H	180928Geh	paired	VxC	4	6N	heart	1	0.689958	endo	yes	S	565
P19_1B	180928Geh	paired	VxC	4	3N	heart	1	0.735555	endo	yes	G1toS	856
P19_1C	180928Geh	paired	VxC	4	3N	heart	1	0.7714	endo	yes	G1	1113
P19_1D	180928Geh	paired	VxC	4	3N	heart	1	0.941116	seedcoat	yes	G2	310
P19_1E	180928Geh	paired	VxC	4	3N	heart	1	0.968217	seedcoat	yes	G0	1282
P19_1F	180928Geh	paired	VxC	4	3N	heart	1	0.68255	endo	yes	G1	992
P19_2A	180928Geh	paired	VxC	4	3N	heart	1	0.99333	seedcoat	yes	G0	1270
P19_2B	180928Geh	paired	VxC	4	3N	heart	1	0.791144	endo	yes	G1	929
P19_2C	180928Geh	paired	VxC	4	3N	heart	1	0.929279	seedcoat	yes	G0	1211
P19_2D	180928Geh	paired	VxC	4	3N	heart	1	0.983739	seedcoat	yes	G0	1259
P19_2F	180928Geh	paired	VxC	4	3N	heart	1	0.757491	endo	yes	S	534
P19_2G	180928Geh	paired	VxC	4	3N	heart	1	0.650336	endo	yes	G1	1012
P19_2H	180928Geh	paired	VxC	4	3N	heart	1	0.9862	seedcoat	yes	G1	974
P19_3B	180928Geh	paired	VxC	4	3N	heart	1	0.691342	endo	yes	S	535
P19_3C	180928Geh	paired	VxC	4	3N	heart	1	0.9412	seedcoat	yes	G1	1044
P19_3D	180928Geh	paired	VxC	4	3N	heart	1	0.960151	seedcoat	yes	G0	1197
P19_3E	180928Geh	paired	VxC	4	3N	heart	1	0.73441	endo	yes	G1	1139
P19_3F	180928Geh	paired	VxC	4	3N	heart	1	0.774378	endo	yes	G1toS	778
P19_3G	180928Geh	paired	VxC	4	3N	heart	1	0.666134	endo	yes	S	635
P19_3H	180928Geh	paired	VxC	4	3N	heart	1	0.920711	seedcoat	yes	G1toS	915
P19_4B	180928Geh	paired	VxC	4	3N	heart	1	0.904446	seedcoat	yes	G2	311
P19_4C	180928Geh	paired	VxC	4	3N	heart	1	0.73725	endo	yes	G1toS	711
P19_4D	180928Geh	paired	VxC	4	3N	heart	1	0.739578	endo	yes	S	617
P19_4E	180928Geh	paired	VxC	4	3N	heart	1	0.912292	seedcoat	yes	G1	1045
P19_4F	180928Geh	paired	VxC	4	3N	heart	1	0.751141	endo	yes	S	618
P19_4G	180928Geh	paired	VxC	4	3N	heart	1	0.732477	endo	yes	S	588
P19_4H	180928Geh	paired	VxC	4	3N	heart	1	0.750651	endo	yes	S	601
P19_5A	180928Geh	paired	VxC	4	3N	heart	1	0.94057	seedcoat	yes	G2	377
P19_5B	180928Geh	paired	VxC	4	3N	heart	1	0.653623	endo	yes	S	619
P19_5C	180928Geh	paired	VxC	4	3N	heart	1	0.66076	endo	yes	S	536
P19_5D	180928Geh	paired	VxC	4	3N	heart	1	0.860514	endo	yes	G1toS	857
P19_5E	180928Geh	paired	VxC	4	3N	heart	1	0.761047	endo	yes	G1toS	874
P19_5F	180928Geh	paired	VxC	4	3N	heart	1	0.733911	endo	yes	G1toS	834
P19_5G	180928Geh	paired	VxC	4	3N	heart	1	0.972286	seedcoat	yes	G1toS	903
P19_5H	180928Geh	paired	VxC	4	3N	heart	1	0.736577	endo	yes	G1toS	902
P19_6A	180928Geh	paired	VxC	4	3N	heart	1	0.733247	endo	yes	G1	1122
P19_6B	180928Geh	paired	VxC	4	3N	heart	1	0.716298	endo	yes	G1	954
P19_6C	180928Geh	paired	VxC	4	3N	heart	1	0.73066	endo	yes	S	466
P19_6D	180928Geh	paired	VxC	4	3N	heart	1	0.760771	endo	yes	G1toS	916
P19_6E	180928Geh	paired	VxC	4	3N	heart	1	0.955948	seedcoat	yes	G0	1198
P19_6F	180928Geh	paired	VxC	4	3N	heart	1	0.774086	endo	yes	G2	268
P19_6G	180928Geh	paired	VxC	4	3N	heart	1	0.774306	endo	yes	G1toS	875
P19_6H	180928Geh	paired	VxC	4	3N	heart	1	0.839996	seedcoat	yes	G0	1199
P19_7C	180928Geh	paired	VxC	4	3N	heart	1	0.966293	seedcoat	yes	G0	1180
P19_7E	180928Geh	paired	VxC	4	3N	heart	1	0.987154	seedcoat	yes	G0	1234
P19_7F	180928Geh	paired	VxC	4	3N	heart	1	0.952554	seedcoat	yes	G1	1088
P19_7G	180928Geh	paired	VxC	4	3N	heart	1	0.737772	endo	yes	G1toS	812
P19_7H	180928Geh	paired	VxC	4	3N	heart	1	0.726638	endo	yes	S	507
P19_8A	180928Geh	paired	VxC	4	3N	heart	1	0.960306	seedcoat	yes	G1	1123
P19_8B	180928Geh	paired	VxC	4	3N	heart	1	0.741336	endo	yes	G1toS	823
P19_8C	180928Geh	paired	VxC	4	3N	heart	1	0.969848	seedcoat	yes	G0	1260
P19_8D	180928Geh	paired	VxC	4	3N	heart	1	0.736286	endo	yes	S	670
P19_8E	180928Geh	paired	VxC	4	3N	heart	1	0.701227	endo	yes	G1toS	890
P19_8G	180928Geh	paired	VxC	4	3N	heart	1	0.707163	endo	yes	S	537
P19_8H	180928Geh	paired	VxC	4	3N	heart	1	0.714588	endo	yes	G1toS	891
P19_9A	180928Geh	paired	VxC	4	6N	heart	1	0.982536	seedcoat	yes	G1	1024
P19_9B	180928Geh	paired	VxC	4	6N	heart	1	0.651312	endo	yes	S	475
P19_9C	180928Geh	paired	VxC	4	6N	heart	1	0.659434	endo	yes	G2	436
P19_9D	180928Geh	paired	VxC	4	6N	heart	1	0.681911	endo	yes	M	92
P19_9G	180928Geh	paired	VxC	4	6N	heart	1	0.822849	endo	yes	G2	415
P19_9H	180928Geh	paired	VxC	4	6N	heart	1	0.736623	endo	yes	G1	1140
P2_1B	171003Geh	single	CxV	5	3N	torpedo	1	0.715799	endo	no	M	78
P2_1C	171003Geh	single	CxV	5	3N	torpedo	1	0.712588	endo	no	M	117
P2_1D	171003Geh	single	CxV	5	3N	torpedo	1	0.719367	endo	no	G1	933
P2_1E	171003Geh	single	CxV	5	3N	torpedo	1	0.709429	endo	no	G2	227
P2_2A	171003Geh	single	CxV	5	3N	torpedo	1	0.713084	endo	no	S	580
P2_2B	171003Geh	single	CxV	5	3N	torpedo	1	0.736268	endo	no	M	118
P2_2C	171003Geh	single	CxV	5	3N	torpedo	1	0.946203	seedcoat	no	G1toS	825
P2_2D	171003Geh	single	CxV	5	3N	torpedo	1	0.744924	endo	no	G2	378
P2_2F	171003Geh	single	CxV	5	3N	torpedo	1	0.729919	endo	no	S	671
P2_2G	171003Geh	single	CxV	5	3N	torpedo	1	0.760305	endo	no	G2	312
P2_2H	171003Geh	single	CxV	5	3N	torpedo	1	0.758387	endo	no	G2	313
P2_3B	171003Geh	single	CxV	5	6N	torpedo	1	0.68391	endo	no	G1toS	758
P2_3C	171003Geh	single	CxV	5	6N	torpedo	1	0.715812	endo	no	S	476
P2_3D	171003Geh	single	CxV	5	6N	torpedo	1	0.70858	endo	no	G2	458
P2_3E	171003Geh	single	CxV	5	6N	torpedo	1	0.722047	endo	no	G2	353
P2_3F	171003Geh	single	CxV	5	6N	torpedo	1	0.747821	endo	no	M	15
P2_3G	171003Geh	single	CxV	5	6N	torpedo	1	0.755507	endo	no	M	93
P2_4B	171003Geh	single	VxC	5	3N	torpedo	1	0.707808	endo	no	S	508
P2_4C	171003Geh	single	VxC	5	3N	torpedo	1	0.712579	endo	no	S	477
P2_4D	171003Geh	single	VxC	5	3N	torpedo	1	0.705911	endo	no	G1	1114
P2_4E	171003Geh	single	VxC	5	3N	torpedo	1	0.724932	endo	no	S	672
P2_5A	171003Geh	single	VxC	5	3N	torpedo	1	0.695447	endo	no	G1	955
P2_5B	171003Geh	single	VxC	5	3N	torpedo	1	0.699323	endo	no	G2	314
P2_5C	171003Geh	single	VxC	5	3N	torpedo	1	0.658137	endo	no	M	180
P2_5D	171003Geh	single	VxC	5	3N	torpedo	1	0.700075	endo	no	G2	354
P2_5E	171003Geh	single	VxC	5	3N	torpedo	1	0.696506	endo	no	S	640
P2_5F	171003Geh	single	VxC	5	3N	torpedo	1	0.922736	seedcoat	no	G0	1304
P2_5H	171003Geh	single	VxC	5	3N	torpedo	1	0.689405	endo	no	G2	437
P2_6A	171003Geh	single	VxC	5	6N	torpedo	1	0.729334	endo	no	M	16
P2_6C	171003Geh	single	VxC	5	6N	torpedo	1	0.740034	endo	no	G2	315
P2_6D	171003Geh	single	VxC	5	6N	torpedo	1	0.707314	endo	no	G2	401
P2_6E	171003Geh	single	VxC	5	6N	torpedo	1	0.721846	endo	no	M	141
P2_6F	171003Geh	single	VxC	5	6N	torpedo	1	0.526792	embryo	no	S	509
P2_6G	171003Geh	single	VxC	5	6N	torpedo	1	0.680311	endo	no	M	65
P20_10B	180928Geh	paired	CxV	4	6N	heart	1	0.787557	endo	yes	M	94
P20_10C	180928Geh	paired	CxV	4	6N	heart	1	0.799294	endo	yes	G1toS	892
P20_10D	180928Geh	paired	CxV	4	6N	heart	1	0.767182	endo	yes	M	142
P20_10E	180928Geh	paired	CxV	4	6N	heart	1	0.749383	endo	yes	M	108
P20_10F	180928Geh	paired	CxV	4	6N	heart	1	0.964796	seedcoat	yes	G1toS	813
P20_10G	180928Geh	paired	CxV	4	6N	heart	1	0.772927	endo	yes	S	563
P20_10H	180928Geh	paired	CxV	4	6N	heart	1	0.876976	seedcoat	yes	M	95
P20_11A	180928Geh	paired	CxV	4	6N	heart	1	0.937765	seedcoat	yes	G1toS	835
P20_11B	180928Geh	paired	CxV	4	6N	heart	1	0.812928	endo	yes	G2	228
P20_11C	180928Geh	paired	CxV	4	6N	heart	1	0.721947	endo	yes	M	17
P20_11D	180928Geh	paired	CxV	4	6N	heart	1	0.756753	endo	yes	M	119
P20_11E	180928Geh	paired	CxV	4	6N	heart	1	0.773159	endo	yes	G2	204
P20_11F	180928Geh	paired	CxV	4	6N	heart	1	0.771527	endo	yes	M	44
P20_11G	180928Geh	paired	CxV	4	6N	heart	1	0.76594	endo	yes	M	45
P20_12A	180928Geh	paired	CxV	4	6N	heart	1	0.757698	endo	yes	S	498
P20_12B	180928Geh	paired	CxV	4	6N	heart	1	0.881315	seedcoat	yes	S	538
P20_12C	180928Geh	paired	CxV	4	6N	heart	1	0.91425	seedcoat	yes	G2	183
P20_12D	180928Geh	paired	CxV	4	6N	heart	1	0.716299	endo	yes	S	581
P20_12E	180928Geh	paired	CxV	4	6N	heart	1	0.70652	endo	yes	G2	251
P20_12F	180928Geh	paired	CxV	4	6N	heart	1	0.793324	endo	yes	G2	438
P20_12G	180928Geh	paired	CxV	4	6N	heart	1	0.692129	endo	yes	G1toS	917
P20_12H	180928Geh	paired	CxV	4	6N	heart	1	0.763775	endo	yes	G2	464
P20_1B	180928Geh	paired	CxV	4	3N	heart	1	0.783063	endo	yes	S	620
P20_1C	180928Geh	paired	CxV	4	3N	heart	1	0.78713	endo	yes	G1toS	788
P20_1D	180928Geh	paired	CxV	4	3N	heart	1	0.989352	seedcoat	yes	G0	1261
P20_1E	180928Geh	paired	CxV	4	3N	heart	1	0.720946	endo	yes	G1toS	735
P20_1F	180928Geh	paired	CxV	4	3N	heart	1	0.857373	seedcoat	yes	G1	1089
P20_2A	180928Geh	paired	CxV	4	3N	heart	1	0.759113	endo	yes	G2	316
P20_2B	180928Geh	paired	CxV	4	3N	heart	1	0.753678	endo	yes	G1toS	789
P20_2C	180928Geh	paired	CxV	4	3N	heart	1	0.775611	endo	yes	G1toS	836
P20_2D	180928Geh	paired	CxV	4	3N	heart	1	0.676672	endo	yes	S	673
P20_2E	180928Geh	paired	CxV	4	3N	heart	1	0.773813	endo	yes	M	120
P20_2F	180928Geh	paired	CxV	4	3N	heart	1	0.679035	endo	yes	S	539
P20_2H	180928Geh	paired	CxV	4	3N	heart	1	0.796325	endo	yes	M	105
P20_3A	180928Geh	paired	CxV	4	3N	heart	1	0.7254	endo	yes	S	597
P20_3B	180928Geh	paired	CxV	4	3N	heart	1	0.820293	endo	yes	S	499
P20_3C	180928Geh	paired	CxV	4	3N	heart	1	0.776341	endo	yes	G1toS	736
P20_3D	180928Geh	paired	CxV	4	3N	heart	1	0.783551	endo	yes	G1	993
P20_3E	180928Geh	paired	CxV	4	3N	heart	1	0.761378	endo	yes	G1toS	858
P20_3G	180928Geh	paired	CxV	4	3N	heart	1	0.750707	endo	yes	S	540
P20_3H	180928Geh	paired	CxV	4	3N	heart	1	0.770663	endo	yes	S	621
P20_4B	180928Geh	paired	CxV	4	3N	heart	1	0.746643	endo	yes	G2	229
P20_4C	180928Geh	paired	CxV	4	3N	heart	1	0.900354	seedcoat	yes	G2	252
P20_4E	180928Geh	paired	CxV	4	3N	heart	1	0.932856	seedcoat	yes	G2	379
P20_4F	180928Geh	paired	CxV	4	3N	heart	1	0.757071	endo	yes	G1	1025
P20_4G	180928Geh	paired	CxV	4	3N	heart	1	0.736598	endo	yes	G1	1035
P20_4H	180928Geh	paired	CxV	4	3N	heart	1	0.847843	endo	yes	S	478
P20_5A	180928Geh	paired	CxV	4	3N	heart	1	0.697356	endo	yes	G2	439
P20_5B	180928Geh	paired	CxV	4	3N	heart	1	0.74683	endo	yes	G1	994
P20_5C	180928Geh	paired	CxV	4	3N	heart	1	0.756151	endo	yes	G1	956
P20_5D	180928Geh	paired	CxV	4	3N	heart	1	0.77534	endo	yes	S	541
P20_5E	180928Geh	paired	CxV	4	3N	heart	1	0.734123	endo	yes	G2	380
P20_5F	180928Geh	paired	CxV	4	3N	heart	1	0.77067	endo	yes	G1toS	790
P20_5G	180928Geh	paired	CxV	4	3N	heart	1	0.745457	endo	yes	G1toS	905
P20_5H	180928Geh	paired	CxV	4	3N	heart	1	0.774815	endo	yes	G2	253
P20_6A	180928Geh	paired	CxV	4	3N	heart	1	0.757668	endo	yes	G1	1066
P20_6B	180928Geh	paired	CxV	4	3N	heart	1	0.749473	endo	yes	G1	1046
P20_6C	180928Geh	paired	CxV	4	3N	heart	1	0.795604	endo	yes	G0	1200
P20_6D	180928Geh	paired	CxV	4	3N	heart	1	0.794483	endo	yes	G1toS	893
P20_6E	180928Geh	paired	CxV	4	3N	heart	1	0.791964	endo	yes	G1	1034
P20_6F	180928Geh	paired	CxV	4	3N	heart	1	0.788458	endo	yes	G2	193
P20_6G	180928Geh	paired	CxV	4	3N	heart	1	0.958385	seedcoat	yes	G0	1262
P20_6H	180928Geh	paired	CxV	4	3N	heart	1	0.82926	endo	yes	S	470
P20_7C	180928Geh	paired	CxV	4	3N	heart	1	0.77943	endo	yes	G2	355
P20_7D	180928Geh	paired	CxV	4	3N	heart	1	0.764667	endo	yes	G2	356
P20_7E	180928Geh	paired	CxV	4	3N	heart	1	0.744127	endo	yes	G1toS	759
P20_7F	180928Geh	paired	CxV	4	3N	heart	1	0.766374	endo	yes	G1toS	894
P20_7G	180928Geh	paired	CxV	4	3N	heart	1	0.804206	endo	yes	G1toS	895
P20_7H	180928Geh	paired	CxV	4	3N	heart	1	0.92039	seedcoat	yes	G2	402
P20_8A	180928Geh	paired	CxV	4	3N	heart	1	0.97841	seedcoat	yes	G1	1026
P20_8B	180928Geh	paired	CxV	4	3N	heart	1	0.753917	endo	yes	G1toS	737
P20_8C	180928Geh	paired	CxV	4	3N	heart	1	0.964871	seedcoat	yes	G2	254
P20_8D	180928Geh	paired	CxV	4	3N	heart	1	0.761991	endo	yes	G1	995
P20_8G	180928Geh	paired	CxV	4	3N	heart	1	0.734598	endo	yes	M	163
P20_8H	180928Geh	paired	CxV	4	3N	heart	1	0.741183	endo	yes	G2	440
P20_9A	180928Geh	paired	CxV	4	6N	heart	1	0.771417	endo	yes	M	18
P20_9B	180928Geh	paired	CxV	4	6N	heart	1	0.9606	seedcoat	yes	G1	975
P20_9C	180928Geh	paired	CxV	4	6N	heart	1	0.828732	seedcoat	yes	M	79
P20_9D	180928Geh	paired	CxV	4	6N	heart	1	0.845591	endo	yes	M	80
P20_9E	180928Geh	paired	CxV	4	6N	heart	1	0.982976	seedcoat	yes	G2	422
P20_9F	180928Geh	paired	CxV	4	6N	heart	1	0.745639	endo	yes	S	460
P20_9G	180928Geh	paired	CxV	4	6N	heart	1	0.689305	endo	yes	S	674
P20_9H	180928Geh	paired	CxV	4	6N	heart	1	0.74688	endo	yes	G2	230
P21_10B	180928Geh	paired	CxV	4	6N	heart	1	0.9214	seedcoat	yes	S	488
P21_10C	180928Geh	paired	CxV	4	6N	heart	1	0.919183	seedcoat	yes	G1toS	791
P21_10D	180928Geh	paired	CxV	4	6N	heart	1	0.861749	seedcoat	yes	G1toS	936
P21_10E	180928Geh	paired	CxV	4	6N	heart	1	0.867807	seedcoat	yes	S	542
P21_10F	180928Geh	paired	CxV	4	6N	heart	1	0.748336	endo	yes	G2	408
P21_10G	180928Geh	paired	CxV	4	6N	heart	1	0.755824	endo	yes	M	164
P21_10H	180928Geh	paired	CxV	4	6N	heart	1	0.949921	seedcoat	yes	G2	231
P21_11A	180928Geh	paired	CxV	4	6N	heart	1	0.956194	seedcoat	yes	G2	205
P21_11B	180928Geh	paired	CxV	4	6N	heart	1	0.983345	seedcoat	yes	G0	1263
P21_11C	180928Geh	paired	CxV	4	6N	heart	1	0.761701	endo	yes	G1	1006
P21_11D	180928Geh	paired	CxV	4	6N	heart	1	0.744668	endo	yes	M	143
P21_11E	180928Geh	paired	CxV	4	6N	heart	1	0.771553	endo	yes	G1toS	738
P21_11F	180928Geh	paired	CxV	4	6N	heart	1	0.716819	endo	yes	S	485
P21_11G	180928Geh	paired	CxV	4	6N	heart	1	0.777147	endo	yes	G2	174
P21_11H	180928Geh	paired	CxV	4	6N	heart	1	0.760796	endo	yes	M	144
P21_12A	180928Geh	paired	CxV	4	6N	heart	1	0.741702	endo	yes	G2	403
P21_12B	180928Geh	paired	CxV	4	6N	heart	1	0.931336	seedcoat	yes	G1	976
P21_12C	180928Geh	paired	CxV	4	6N	heart	1	0.955136	seedcoat	yes	S	582
P21_12D	180928Geh	paired	CxV	4	6N	heart	1	0.785208	endo	yes	M	19
P21_12E	180928Geh	paired	CxV	4	6N	heart	1	0.740887	endo	yes	M	96
P21_12F	180928Geh	paired	CxV	4	6N	heart	1	0.794369	endo	yes	M	20
P21_12G	180928Geh	paired	CxV	4	6N	heart	1	0.894267	seedcoat	yes	G2	317
P21_12H	180928Geh	paired	CxV	4	6N	heart	1	0.952283	seedcoat	yes	S	471
P21_1B	180928Geh	paired	CxV	4	3N	heart	1	0.82496	seedcoat	yes	G2	441
P21_1C	180928Geh	paired	CxV	4	3N	heart	1	0.951774	seedcoat	yes	G1	1013
P21_1D	180928Geh	paired	CxV	4	3N	heart	1	0.798181	endo	yes	G1toS	937
P21_1E	180928Geh	paired	CxV	4	3N	heart	1	0.994981	seedcoat	yes	S	690
P21_1F	180928Geh	paired	CxV	4	3N	heart	1	0.731165	endo	yes	G1toS	739
P21_2A	180928Geh	paired	CxV	4	3N	heart	1	0.781116	endo	yes	S	622
P21_2B	180928Geh	paired	CxV	4	3N	heart	1	0.687596	endo	yes	S	479
P21_2C	180928Geh	paired	CxV	4	3N	heart	1	0.696892	endo	yes	S	461
P21_2D	180928Geh	paired	CxV	4	3N	heart	1	0.919069	seedcoat	yes	G2	175
P21_2E	180928Geh	paired	CxV	4	3N	heart	1	0.79197	endo	yes	G1toS	760
P21_2F	180928Geh	paired	CxV	4	3N	heart	1	0.772752	endo	yes	M	145
P21_2G	180928Geh	paired	CxV	4	3N	heart	1	0.798434	endo	yes	G1	996
P21_2H	180928Geh	paired	CxV	4	3N	heart	1	0.737707	endo	yes	G2	442
P21_3B	180928Geh	paired	CxV	4	3N	heart	1	0.744743	endo	yes	G1toS	814
P21_3C	180928Geh	paired	CxV	4	3N	heart	1	0.9614	seedcoat	yes	G0	1264
P21_3D	180928Geh	paired	CxV	4	3N	heart	1	0.940286	seedcoat	yes	G1	977
P21_3E	180928Geh	paired	CxV	4	3N	heart	1	0.956854	seedcoat	yes	G0	1169
P21_3F	180928Geh	paired	CxV	4	3N	heart	1	0.774667	endo	yes	G1toS	876
P21_3G	180928Geh	paired	CxV	4	3N	heart	1	0.748499	endo	yes	G2	255
P21_3H	180928Geh	paired	CxV	4	3N	heart	1	0.77871	endo	yes	S	675
P21_4B	180928Geh	paired	CxV	4	3N	heart	1	0.714677	endo	yes	M	131
P21_4C	180928Geh	paired	CxV	4	3N	heart	1	0.794231	endo	yes	M	157
P21_4D	180928Geh	paired	CxV	4	3N	heart	1	0.726032	endo	yes	G1	997
P21_4E	180928Geh	paired	CxV	4	3N	heart	1	0.703831	endo	yes	M	146
P21_4F	180928Geh	paired	CxV	4	3N	heart	1	0.781957	endo	yes	G1toS	712
P21_4G	180928Geh	paired	CxV	4	3N	heart	1	0.69777	endo	yes	S	543
P21_4H	180928Geh	paired	CxV	4	3N	heart	1	0.795985	endo	yes	G1	1014
P21_5A	180928Geh	paired	CxV	4	3N	heart	1	0.772262	endo	yes	S	500
P21_5B	180928Geh	paired	CxV	4	3N	heart	1	0.995571	seedcoat	yes	G2	318
P21_5C	180928Geh	paired	CxV	4	3N	heart	1	0.733286	endo	yes	G1toS	792
P21_5D	180928Geh	paired	CxV	4	3N	heart	1	0.991844	seedcoat	yes	G1toS	859
P21_5E	180928Geh	paired	CxV	4	3N	heart	1	0.804849	endo	yes	S	544
P21_6A	180928Geh	paired	CxV	4	3N	heart	1	0.914181	seedcoat	yes	G1	1027
P21_6B	180928Geh	paired	CxV	4	3N	heart	1	0.738232	endo	yes	M	66
P21_6C	180928Geh	paired	CxV	4	3N	heart	1	0.750141	endo	yes	M	165
P21_6D	180928Geh	paired	CxV	4	3N	heart	1	0.749918	endo	yes	G1toS	896
P21_6E	180928Geh	paired	CxV	4	3N	heart	1	0.638706	embryo	yes	G1	1015
P21_6F	180928Geh	paired	CxV	4	3N	heart	1	0.763391	endo	yes	S	501
P21_6G	180928Geh	paired	CxV	4	3N	heart	1	0.744688	endo	yes	M	107
P21_6H	180928Geh	paired	CxV	4	3N	heart	1	0.772783	endo	yes	G1toS	793
P21_7B	180928Geh	paired	CxV	4	3N	heart	1	0.762118	endo	yes	G1toS	860
P21_7C	180928Geh	paired	CxV	4	3N	heart	1	0.763014	endo	yes	G1toS	740
P21_7E	180928Geh	paired	CxV	4	3N	heart	1	0.970515	seedcoat	yes	G2	319
P21_7F	180928Geh	paired	CxV	4	3N	heart	1	0.766533	endo	yes	G1toS	918
P21_7G	180928Geh	paired	CxV	4	3N	heart	1	0.93843	seedcoat	yes	G2	320
P21_8A	180928Geh	paired	CxV	4	3N	heart	1	0.716396	endo	yes	G1toS	837
P21_8B	180928Geh	paired	CxV	4	3N	heart	1	0.900848	seedcoat	yes	M	106
P21_8C	180928Geh	paired	CxV	4	3N	heart	1	0.786455	endo	yes	G2	209
P21_8D	180928Geh	paired	CxV	4	3N	heart	1	0.804479	endo	yes	G1toS	877
P21_8E	180928Geh	paired	CxV	4	3N	heart	1	0.790803	endo	yes	G1toS	878
P21_8F	180928Geh	paired	CxV	4	3N	heart	1	0.74589	endo	yes	S	623
P21_8G	180928Geh	paired	CxV	4	3N	heart	1	0.957121	seedcoat	yes	S	589
P21_8H	180928Geh	paired	CxV	4	3N	heart	1	0.749801	endo	yes	G1toS	861
P21_9A	180928Geh	paired	CxV	4	6N	heart	1	0.901109	seedcoat	yes	G2	321
P21_9B	180928Geh	paired	CxV	4	6N	heart	1	0.948662	seedcoat	yes	G2	381
P21_9C	180928Geh	paired	CxV	4	6N	heart	1	0.754893	endo	yes	M	121
P21_9D	180928Geh	paired	CxV	4	6N	heart	1	0.754756	endo	yes	M	67
P21_9E	180928Geh	paired	CxV	4	6N	heart	1	0.757424	endo	yes	M	147
P21_9F	180928Geh	paired	CxV	4	6N	heart	1	0.94361	seedcoat	yes	G1	1115
P21_9G	180928Geh	paired	CxV	4	6N	heart	1	0.747209	endo	yes	G2	357
P21_9H	180928Geh	paired	CxV	4	6N	heart	1	0.754739	endo	yes	G0	1235
P22_10B	180928Geh	paired	VxC	4	6N	heart	1	0.730555	endo	yes	G1toS	838
P22_10C	180928Geh	paired	VxC	4	6N	heart	1	0.744427	endo	yes	G2	465
P22_10D	180928Geh	paired	VxC	4	6N	heart	1	0.690497	endo	yes	G1	1090
P22_10E	180928Geh	paired	VxC	4	6N	heart	1	0.936734	seedcoat	yes	G1	1141
P22_10F	180928Geh	paired	VxC	4	6N	heart	1	0.867657	seedcoat	yes	S	590
P22_10G	180928Geh	paired	VxC	4	6N	heart	1	0.761598	endo	yes	G0	1181
P22_10H	180928Geh	paired	VxC	4	6N	heart	1	0.94732	seedcoat	yes	S	570
P22_11A	180928Geh	paired	VxC	4	6N	heart	1	0.669737	endo	yes	M	68
P22_11B	180928Geh	paired	VxC	4	6N	heart	1	0.671164	endo	yes	S	545
P22_11C	180928Geh	paired	VxC	4	6N	heart	1	0.80472	endo	yes	G1toS	741
P22_11D	180928Geh	paired	VxC	4	6N	heart	1	0.744075	endo	yes	G1	998
P22_11E	180928Geh	paired	VxC	4	6N	heart	1	0.70845	endo	yes	G2	358
P22_11F	180928Geh	paired	VxC	4	6N	heart	1	0.793756	endo	yes	G2	382
P22_11G	180928Geh	paired	VxC	4	6N	heart	1	0.809252	endo	yes	G1toS	862
P22_11H	180928Geh	paired	VxC	4	6N	heart	1	0.801581	endo	yes	G1toS	815
P22_12A	180928Geh	paired	VxC	4	6N	heart	1	0.710064	endo	yes	M	74
P22_12B	180928Geh	paired	VxC	4	6N	heart	1	0.843988	seedcoat	yes	G1toS	794
P22_12C	180928Geh	paired	VxC	4	6N	heart	1	0.699321	endo	yes	G2	423
P22_12D	180928Geh	paired	VxC	4	6N	heart	1	0.766491	endo	yes	G1	1157
P22_12E	180928Geh	paired	VxC	4	6N	heart	1	0.749037	endo	yes	G1toS	713
P22_12F	180928Geh	paired	VxC	4	6N	heart	1	0.699407	endo	yes	S	641
P22_12G	180928Geh	paired	VxC	4	6N	heart	1	0.950468	seedcoat	yes	G1toS	761
P22_12H	180928Geh	paired	VxC	4	6N	heart	1	0.769274	endo	yes	M	122
P22_1B	180928Geh	paired	VxC	4	3N	heart	1	0.676429	endo	yes	S	546
P22_1C	180928Geh	paired	VxC	4	3N	heart	1	0.729056	endo	yes	G1toS	839
P22_1D	180928Geh	paired	VxC	4	3N	heart	1	0.903393	seedcoat	yes	G1	1142
P22_1E	180928Geh	paired	VxC	4	3N	heart	1	0.703947	endo	yes	G1	1079
P22_1F	180928Geh	paired	VxC	4	3N	heart	1	0.713262	endo	yes	G1toS	863
P22_1G	180928Geh	paired	VxC	4	3N	heart	1	0.989742	seedcoat	yes	G1	1143
P22_1H	180928Geh	paired	VxC	4	3N	heart	1	0.727449	endo	yes	M	69
P22_2A	180928Geh	paired	VxC	4	3N	heart	1	0.968793	seedcoat	yes	G1	1163
P22_2B	180928Geh	paired	VxC	4	3N	heart	1	0.962959	seedcoat	yes	G1toS	897
